belong,id_gdf,time,geometry,area_tb,centroid_,mean_tb,intersection_percentage,distance_c,direction,total_duration,total_distance,mean_velocity
46528642-daf8,4643-995f-65f25c102d2d,2001-12-29 19:00:00,"POLYGON ((-72.59296417236328 -5.039416790008539, -73.06588745117188 -4.639174938201907, -73.10226440429688 -4.602790355682376, -73.39328765869141 -3.729533672332758, -73.39328765869141 -3.51121854782104, -73.32053375244141 -3.402060985565177, -73.28415679931641 -3.365676403045661, -73.24777221679688 -3.329288005828863, -73.17501831054688 -3.292903423309328, -72.77485656738281 -3.292903423309334, -72.52021026611328 -3.365676403045658, -72.4474563598633 -3.438445568084724, -72.33831787109375 -3.583987712860108, -72.19280242919922 -3.838687419891349, -72.15642547607422 -4.457244396209711, -72.26556396484375 -4.966643810272211, -72.41107177734376 -5.039416790008542, -72.59296417236328 -5.039416790008539))",19706.0,POINT (-72.73280962179511 -4.097639413151244),206.3453,43.6,,,3,200.4553854468043,66.81846181560144
46528642-daf8,47fc-91ca-aa29af21bf2b,2001-12-29 20:00:00,"POLYGON ((-72.33831787109375 -5.294116497039789, -72.66572570800781 -5.257731914520259, -72.77485656738281 -5.221343517303468, -74.44825744628906 -3.838687419891361, -74.48464202880859 -3.765918254852294, -74.48464202880859 -3.656760692596441, -74.22998809814453 -3.110976696014397, -74.15723419189453 -3.001819133758548, -74.12085723876953 -2.965434551239015, -73.79344940185547 -2.819888591766349, -72.66572570800781 -3.256518840789797, -72.55658721923828 -3.32928800582885, -72.26556396484375 -3.838687419891349, -72.15642547607422 -4.566401958465584, -72.15642547607422 -5.221343517303469, -72.26556396484375 -5.29411649703979, -72.33831787109375 -5.294116497039789))",43620.5,POINT (-73.19310971039884 -3.99253428586014),212.7106,36.2,52.41831145593667,282.9,3,200.4553854468043,66.81846181560144
46528642-daf8,4976-ac06-fe7d240db5eb,2001-12-29 21:00:00,"POLYGON ((-72.70210266113281 -5.403274059295657, -72.92037200927734 -5.366889476776114, -73.10226440429688 -5.075801372528072, -73.8662109375 -3.838687419891349, -74.12085723876953 -3.220134258270256, -74.12085723876953 -2.965434551239015, -73.68431854248047 -1.218921065330497, -73.64793395996094 -1.109763503074654, -73.17501831054688 -0.2728914320468968, -73.13864135742188 -0.2365068644285164, -72.4474563598633 -0.09096471965313463, -72.26556396484375 -0.1273493021726542, -72.15642547607422 -0.2728914320468838, -72.01091003417969 -0.6367487311363285, -72.19280242919922 -5.184958934783943, -72.22917938232422 -5.294116497039799, -72.26556396484375 -5.330501079559319, -72.33831787109375 -5.36688947677613, -72.62934112548828 -5.403274059295649, -72.70210266113281 -5.403274059295657))",100527.6,POINT (-72.92421001393407 -2.681337316404583),211.5312,,148.03707399086764,11.6,3,200.4553854468043,66.81846181560144
51147b08-9b88,4082-b28f-0a60c628d228,2001-12-30 09:00:00,"POLYGON ((-81.28739166259766 5.767132282257081, -82.30598449707031 6.349300861358646, -82.41511535644531 6.494846820831299, -82.23322296142578 7.077015399932868, -81.86943817138672 7.695576190948491, -81.79668426513672 7.768345355987554, -81.43289947509766 8.059430122375492, -81.28739166259766 8.05943012237549, -81.03273773193359 8.023045539855957, -80.95998382568359 7.986660480499269, -80.66895294189453 7.731960773468011, -80.63257598876953 7.695576190948489, -80.55982208251953 7.331715106964108, -80.414306640625 6.4948468208313, -80.414306640625 6.422077655792227, -80.52344512939453 6.240147113800049, -81.14187622070312 5.80351686477661, -81.21463012695312 5.767132282257087, -81.28739166259766 5.767132282257081))",39048.1,POINT (-81.3434181949842 6.899104931577211),210.0699,86.0,,,3,60.657750873783236,20.21925029126108
51147b08-9b88,4140-beb7-c383b133d4fd,2001-12-30 10:00:00,"POLYGON ((-82.05133056640625 5.694363117218019, -82.08771514892578 5.730747699737549, -82.37873840332031 7.149792194366452, -82.37873840332031 7.186176776885985, -82.16046905517578 7.440876483917236, -81.97857666015625 7.622799396514888, -81.83306121826173 7.695576190948487, -81.76030731201172 7.731960773468023, -81.28739166259766 7.877499103546135, -81.06911468505859 7.877499103546137, -80.66895294189453 7.622799396514897, -80.63257598876953 7.550030231475837, -80.55982208251953 7.331715106964108, -80.55982208251953 7.222561359405518, -80.66895294189453 6.203762531280513, -80.74171447753906 5.839901447296139, -81.03273773193359 5.730747699737554, -81.68755340576172 5.694363117218018, -82.05133056640625 5.694363117218019))",39853.7,POINT (-81.42861006327153 6.763701788589703),213.479,54.6,17.68899524866844,212.2,3,60.657750873783236,20.21925029126108
51147b08-9b88,4ab0-9324-2ee56e3f1f8d,2001-12-30 13:00:00,"POLYGON ((-81.65116882324219 5.657978534698488, -82.16046905517578 5.949062824249273, -82.26959991455078 6.130993366241455, -82.56063079833984 6.967861652374274, -82.52425384521484 7.22256135940551, -82.37873840332031 7.331715106964114, -82.16046905517578 7.331715106964102, -81.43289947509766 7.149792194366454, -81.28739166259766 7.077015399932867, -81.14187622070312 6.895092487335198, -81.06911468505859 6.785931110382078, -80.88722991943359 6.021831989288327, -80.95998382568359 5.87628602981567, -81.21463012695312 5.767132282257087, -81.32376861572266 5.730747699737554, -81.61479187011719 5.657978534698482, -81.65116882324219 5.657978534698488))",24445.9,POINT (-81.72632704171941 6.514003699352004),212.3625,,42.968755625114795,230.0,3,60.657750873783236,20.21925029126108
563072c1-a012,4347-8de8-7b481a7b29fa,2001-12-30 15:00:00,"POLYGON ((-72.73847961425781 -9.733168601989741, -73.24777221679688 -9.478468894958498, -73.68431854248047 -9.151000022888185, -73.902587890625 -8.932684898376456, -73.93896484375001 -8.859911918640131, -73.93896484375001 -8.750758171081548, -73.902587890625 -8.641600608825673, -73.8662109375 -8.605212211608888, -73.68431854248047 -8.53244304656983, -73.61155700683594 -8.532443046569824, -72.48383331298828 -9.151000022888182, -72.33831787109375 -9.442084312438961, -72.30194091796875 -9.551241874694828, -72.30194091796875 -9.624014854431158, -72.62934112548828 -9.733168601989735, -72.73847961425781 -9.733168601989741))",12251.2,POINT (-73.12759303084098 -9.150585742980711),218.2818,27.1,59.67389127913012,127.3,4,184.56136642354053,46.14034160588513
563072c1-a012,49eb-889d-e4e4866d321b,2001-12-30 19:00:00,"POLYGON ((-72.55658721923828 -9.478468894958493, -73.21139526367188 -8.787142753601067, -73.28415679931641 -8.67798519134522, -73.24777221679688 -8.459670066833496, -73.21139526367188 -8.350512504577644, -73.17501831054688 -8.3141279220581, -73.06588745117188 -8.314127922058104, -72.55658721923828 -8.386900901794428, -72.52021026611328 -8.423285484313963, -72.26556396484375 -8.714369773864739, -72.04729461669922 -9.005457878112798, -72.12004852294922 -9.114615440368656, -72.19280242919922 -9.223769187927244, -72.37469482421875 -9.478468894958503, -72.55658721923828 -9.478468894958493))",10527.0,POINT (-72.67245050553379 -8.849779495003338),213.4062,,52.65313678438387,336.8,4,184.56136642354053,46.14034160588513
563072c1-a012,4d83-aba3-9b2dfb972a78,2001-12-30 17:00:00,"POLYGON ((-73.02950286865234 -9.987868309020993, -73.10226440429688 -9.951483726501458, -73.28415679931641 -9.369315147399899, -73.06588745117188 -8.350512504577628, -72.84761810302734 -8.350512504577644, -72.48383331298828 -8.459670066833487, -72.37469482421875 -8.532443046569824, -71.97453308105469 -8.859911918640144, -71.93815612792969 -8.896300315856932, -71.64713287353516 -9.296542167663569, -71.53799438476562 -9.660399436950676, -71.57437133789062 -9.805941581726069, -71.68350982666016 -9.987868309020993, -73.02950286865234 -9.987868309020993))",25972.0,POINT (-72.48494531384704 -9.287839477835455),219.0446,36.7,72.23433836002654,102.1,4,184.56136642354053,46.14034160588513
563072c1-a012,4fe5-82e2-e8ee190210f3,2001-12-30 14:00:00,"POLYGON ((-73.53880310058594 -9.114615440368659, -73.57518005371094 -9.07822704315185, -73.82982635498047 -8.750758171081541, -73.8662109375 -8.677985191345213, -73.8662109375 -8.605212211608888, -73.82982635498047 -8.496058464050286, -73.79344940185547 -8.459670066833493, -73.72069549560547 -8.459670066833501, -73.42966461181641 -8.714369773864753, -73.17501831054688 -9.078227043151852, -73.17501831054688 -9.114615440368652, -73.53880310058594 -9.114615440368659))",2850.0,POINT (-73.55860636015153 -8.822754380383424),213.2022,21.6,,,4,184.56136642354053,46.14034160588513
6a4536fd-36fd,48d6-a229-9d5567bfb242,2001-12-30 15:00:00,"POLYGON ((-82.63338470458984 5.184963703155512, -82.85165405273438 5.366886615753181, -82.92441558837891 5.512432575225826, -82.99716949462891 5.694363117218014, -82.63338470458984 5.949062824249264, -82.52425384521484 5.949062824249276, -82.30598449707031 5.585201740264893, -82.30598449707031 5.476047992706293, -82.34236145019531 5.366886615753166, -82.37873840332031 5.294117450714119, -82.41511535644531 5.257732868194579, -82.63338470458984 5.184963703155512))",4338.3,POINT (-82.62436263649529 5.566773507665368),210.6552,31.6,,,3,40.66382829136565,13.554609430455216
6a4536fd-36fd,4c7d-a3e9-e3c3edb9481c,2001-12-30 16:00:00,"POLYGON ((-82.70614624023438 5.112186908721922, -82.88803863525391 5.257732868194584, -83.5428466796875 5.803516864776605, -83.5792236328125 5.839901447296142, -83.6156005859375 5.949062824249271, -83.6156005859375 6.021831989288331, -83.5792236328125 6.094601154327398, -82.92441558837891 6.240147113800043, -82.88803863525391 6.240147113800054, -82.56063079833984 6.203762531280516, -82.41511535644531 6.130993366241448, -82.37873840332031 6.094601154327391, -82.23322296142578 5.91267824172974, -82.19684600830078 5.54881715774536, -82.19684600830078 5.257732868194585, -82.48787689208984 5.14857912063598, -82.70614624023438 5.112186908721922))",13713.9,POINT (-82.80960033589382 5.733228931903852),212.4809,65.4,27.56716676295295,311.9,3,40.66382829136565,13.554609430455216
6a4536fd-36fd,4e34-ba83-c8000bed04d7,2001-12-30 19:00:00,"POLYGON ((-83.10630798339844 5.148579120635987, -83.47008514404297 5.330502033233637, -83.5064697265625 5.403278827667238, -83.5792236328125 5.548817157745357, -83.10630798339844 6.240147113800047, -82.85165405273438 6.385693073272708, -82.74252319335938 6.422077655792227, -82.63338470458984 6.385693073272711, -82.48787689208984 6.312916278839111, -82.45149230957031 6.276531696319577, -82.37873840332031 6.203762531280524, -82.34236145019531 6.130993366241452, -82.34236145019531 6.021831989288327, -82.37873840332031 5.912678241729743, -82.52425384521484 5.548817157745365, -82.56063079833984 5.476047992706307, -82.70614624023438 5.294117450714111, -82.77890014648438 5.221348285675043, -83.06992340087891 5.14857912063598, -83.10630798339844 5.148579120635987))",12606.9,POINT (-82.92303972918984 5.7666331709591),212.3333,,13.096661528412692,286.4,3,40.66382829136565,13.554609430455216
6d37d8e9-8d7b,460f-9e23-d0db51534e7e,2001-12-30 18:00:00,"POLYGON ((-66.99069976806641 -6.130988597869867, -67.02708435058594 -5.876288890838622, -67.02708435058594 -5.76713132858276, -66.91794586181641 -5.075801372528081, -66.88156890869141 -4.930259227752685, -66.84519195556641 -4.893874645233153, -66.62692260742188 -4.675559520721435, -66.55416107177734 -4.602790355682373, -65.68108367919922 -4.166160106658932, -65.60832214355469 -4.348090648651119, -65.75383758544922 -4.748332500457769, -66.15399932861328 -5.330501079559332, -66.66329956054688 -5.876288890838624, -66.77243041992188 -5.985446453094485, -66.80880737304688 -6.021831035614014, -66.91794586181641 -6.130988597869868, -66.99069976806641 -6.130988597869867))",15708.8,POINT (-66.4040385844567 -5.078561680391402),210.8316,16.9,40.54185477768524,279.2,3,123.96464282750156,41.32154760916719
6d37d8e9-8d7b,46b5-9d17-f062fb561db7,2001-12-30 22:00:00,"POLYGON ((-66.33589172363281 -4.93025922775269, -66.48140716552734 -4.893874645233152, -67.24535369873047 -4.639174938201905, -67.28173065185547 -4.566401958465569, -67.28173065185547 -4.530017375946051, -67.24535369873047 -4.166160106658936, -67.13621520996094 -4.093387126922599, -66.59053802490234 -3.765918254852295, -66.44503021240234 -3.765918254852297, -66.15399932861328 -3.947844982147213, -66.08124542236328 -4.020617961883551, -66.0448684692383 -4.202544689178469, -66.0448684692383 -4.311702251434328, -66.08124542236328 -4.675559520721444, -66.11762237548828 -4.748332500457761, -66.19037628173828 -4.821101665496831, -66.29951477050781 -4.930259227752694, -66.33589172363281 -4.93025922775269))",13221.6,POINT (-66.61115449497548 -4.353345184308357),209.7843,,83.42278804981633,344.1,3,123.96464282750156,41.32154760916719
6d37d8e9-8d7b,4d32-9551-6404ad0761cb,2001-12-30 17:00:00,"POLYGON ((-66.33589172363281 -6.02183103561402, -66.40864562988281 -5.985446453094481, -66.44503021240234 -5.94905805587769, -66.69967651367188 -5.585200786590571, -66.77243041992188 -5.36688947677612, -66.77243041992188 -5.29411649703979, -66.66329956054688 -5.112189769744874, -65.79021453857422 -4.202544689178469, -65.71746063232422 -4.129775524139398, -65.64470672607422 -4.12977552413941, -65.57194519042969 -4.238933086395258, -65.42643737792969 -4.566401958465584, -65.42643737792969 -4.821101665496828, -65.64470672607422 -5.548816204071048, -65.86297607421875 -5.803515911102301, -66.33589172363281 -6.02183103561402))",18895.5,POINT (-66.04313030959386 -5.137327736841157),211.6057,47.9,,,3,123.96464282750156,41.32154760916719
7ac391de-18fb,4379-8b07-bcf955817797,2001-12-29 23:00:00,"POLYGON ((-76.48545074462891 -9.442084312438972, -76.55820465087891 -9.369315147399897, -76.59458160400391 -9.332926750183098, -76.77647399902344 -9.078227043151848, -77.1038818359375 -8.496058464050295, -77.1766357421875 -8.350512504577637, -76.99474334716797 -7.913886547088616, -76.95836639404298 -7.841113567352296, -76.88561248779297 -7.804728984832757, -76.84922790527344 -7.804728984832771, -76.15804290771484 -7.841113567352284, -75.97615051269531 -8.532443046569831, -75.93977355957031 -9.005457878112798, -75.93977355957031 -9.078227043151855, -76.12166595458984 -9.296542167663571, -76.23079681396484 -9.405699729919434, -76.26718139648438 -9.442084312438968, -76.48545074462891 -9.442084312438972))",17652.6,POINT (-76.50169056772377 -8.557300160732579),209.4859,50.4,30.87449631728982,311.1,3,76.47337756128444,25.491125853761478
7ac391de-18fb,4667-964a-c5b93bdb5288,2001-12-30 00:00:00,"POLYGON ((-76.55820465087891 -9.842326164245605, -76.66734313964844 -9.805941581726072, -76.70372009277344 -9.76955699920655, -76.77647399902344 -9.696784019470208, -76.84922790527344 -9.514857292175302, -77.1766357421875 -8.496058464050295, -77.1766357421875 -8.314127922058111, -77.0675048828125 -8.023043632507326, -77.03112030029297 -7.986659526824952, -76.59458160400391 -7.768344402313237, -76.52182769775391 -7.768344402313232, -76.15804290771484 -7.804728984832763, -76.12166595458984 -7.841113567352298, -75.13945007324219 -9.587626457214357, -75.13945007324219 -9.624014854431156, -75.24858093261719 -9.73316860198975, -75.28496551513672 -9.769556999206543, -75.43047332763673 -9.805941581726069, -76.37631225585939 -9.842326164245605, -76.55820465087891 -9.842326164245605))",34498.0,POINT (-76.2709472392648 -8.899757655523034),209.7779,77.5,45.59888124399461,146.0,3,76.47337756128444,25.491125853761478
7ac391de-18fb,4e7e-acda-98dbf8fc8f30,2001-12-29 22:00:00,"POLYGON ((-76.30355834960938 -9.114615440368652, -76.48545074462891 -8.969069480895993, -76.52182769775391 -8.932684898376458, -76.59458160400391 -8.641600608825687, -76.59458160400391 -8.53244304656983, -76.52182769775391 -8.459670066833498, -76.48545074462891 -8.423285484313961, -76.01252746582031 -8.53244304656983, -75.93977355957031 -8.568827629089361, -75.93977355957031 -8.605212211608881, -75.97615051269531 -8.714369773864751, -76.01252746582031 -8.787142753601078, -76.04890441894531 -8.85991191864014, -76.12166595458984 -9.0054578781128, -76.23079681396484 -9.114615440368647, -76.30355834960938 -9.114615440368652))",3760.0,POINT (-76.2908367084014 -8.741419626644166),208.1319,21.1,,,3,76.47337756128444,25.491125853761478
80c3f1b7-79ee,44d1-8439-d0f3042695fc,2001-12-29 19:00:00,"POLYGON ((-74.19361114501953 -9.22376918792725, -74.44825744628906 -9.151000022888175, -74.48464202880859 -9.114615440368654, -74.55739593505859 -8.859911918640135, -74.55739593505859 -8.787142753601069, -74.26637268066406 -8.350512504577637, -73.8662109375 -8.350512504577628, -73.75707244873047 -8.423285484313958, -73.68431854248047 -8.53244304656983, -73.72069549560547 -8.787142753601072, -73.79344940185547 -8.896300315856935, -73.93896484375001 -9.114615440368651, -73.975341796875 -9.151000022888185, -74.048095703125 -9.187384605407711, -74.19361114501953 -9.22376918792725))",6881.7,POINT (-74.12322043363652 -8.767894371937446),206.3886,51.0,,,3,55.46718786620488,18.489062622068293
80c3f1b7-79ee,4520-b048-001d9f851c3a,2001-12-29 21:00:00,"POLYGON ((-74.22998809814453 -9.478468894958503, -74.30274963378906 -9.369315147399909, -74.33912658691406 -9.296542167663576, -74.37550354003906 -9.151000022888189, -74.33912658691406 -9.078227043151861, -74.22998809814453 -9.005457878112791, -74.15723419189453 -9.041842460632322, -74.01171875 -9.151000022888176, -73.93896484375001 -9.223769187927246, -73.902587890625 -9.296542167663571, -73.93896484375001 -9.369315147399895, -73.975341796875 -9.442084312438958, -74.01171875 -9.478468894958496, -74.22998809814453 -9.478468894958503))",1840.8,POINT (-74.15063214093716 -9.2621594171487),213.5593,,27.12412285385391,173.7,3,55.46718786620488,18.489062622068293
80c3f1b7-79ee,4c22-8c59-0142973b0f68,2001-12-29 20:00:00,"POLYGON ((-74.26637268066406 -9.369315147399906, -74.41188049316406 -9.332926750183102, -74.48464202880859 -9.260157585144034, -74.52101898193359 -9.078227043151863, -74.52101898193359 -9.005457878112798, -74.48464202880859 -8.932684898376463, -74.33912658691406 -8.67798519134522, -74.26637268066406 -8.605212211608878, -74.19361114501953 -8.568827629089361, -73.8662109375 -8.859911918640146, -73.82982635498047 -8.896300315856942, -73.82982635498047 -9.078227043151855, -73.902587890625 -9.260157585144036, -73.975341796875 -9.332926750183104, -74.08448028564453 -9.369315147399899, -74.26637268066406 -9.369315147399906))",4882.2,POINT (-74.17759901775388 -9.018387974089022),208.1461,28.2,28.343065012350976,192.2,3,55.46718786620488,18.489062622068293
93b0a8ea-843c,405a-8342-3bc3a453bb75,2001-12-30 06:00:00,"POLYGON ((-87.98100280761719 4.639179706573477, -88.01737976074219 4.711948871612549, -87.98100280761719 5.14857912063599, -87.65359497070312 5.330502033233641, -87.39894866943359 5.330502033233648, -87.21705627441406 5.003033161163322, -87.21705627441406 4.966648578643794, -87.25343322753906 4.89387941360474, -87.43532562255859 4.784718036651605, -87.72635650634766 4.63917970657349, -87.98100280761719 4.639179706573477))",5272.6,POINT (-87.64802324682951 4.985495155975022),215.0362,58.6,,,4,243.50946759243863,60.877366898109656
93b0a8ea-843c,435f-9c20-931dbe2469cf,2001-12-30 14:00:00,"POLYGON ((-86.30760192871094 6.021831989288324, -86.41673278808594 6.058216571807867, -86.52587127685547 6.312916278839118, -86.52587127685547 6.531231403350835, -86.27121734619141 6.676777362823493, -85.98019409179688 6.713161945343017, -85.90744018554688 6.713161945343018, -85.72554779052734 6.676777362823486, -85.61640930175781 6.604000568389894, -85.61640930175781 6.531231403350836, -85.65278625488281 6.458462238311774, -85.83467864990234 6.240147113800046, -85.87105560302734 6.203762531280525, -86.01657104492188 6.058216571807861, -86.16208648681641 6.021831989288335, -86.30760192871094 6.021831989288324))",5863.7,POINT (-86.10889982667152 6.392101025874267),213.264,,174.75532764635673,58.7,4,243.50946759243863,60.877366898109656
93b0a8ea-843c,47bd-aa2e-5eb74be3ae98,2001-12-30 07:00:00,"POLYGON ((-87.94462585449219 4.602787494659417, -88.05375671386719 4.639179706573485, -88.19927215576172 4.857487201690678, -88.09013366699219 5.257732868194586, -88.05375671386719 5.294117450714106, -87.43532562255859 5.366886615753174, -87.21705627441406 5.366886615753167, -87.10792541503906 5.330502033233641, -87.07154083251953 5.294117450714105, -86.99878692626953 5.221348285675051, -86.99878692626953 5.075802326202393, -87.03516387939453 4.966648578643794, -87.54446411132812 4.639179706573487, -87.87186431884766 4.602787494659432, -87.94462585449219 4.602787494659417))",9001.5,POINT (-87.62162843582006 5.010608403696866),212.7443,25.5,4.0349093485327785,46.4,4,243.50946759243863,60.877366898109656
