belong,id_gdf,time,geometry,area_tb,centroid_,mean_tb,intersection_percentage,distance_c,direction,total_duration,total_distance,mean_velocity
93b0a8ea-843c,4961-8b40-de3b899bbd66,2001-12-30 09:00:00,"POLYGON ((-87.9082489013672 4.711948871612545, -88.30840301513672 4.748333454132077, -88.41754150390625 4.821102619171151, -88.52667999267578 4.930263996124264, -88.52667999267578 5.148579120635979, -88.34478759765625 5.512432575225826, -87.39894866943359 6.385693073272697, -87.07154083251953 6.640392780303949, -86.92603302001953 6.713161945343025, -86.853271484375 6.713161945343023, -86.67137908935547 6.531231403350826, -86.59862518310547 5.439663410186776, -87.18067932128906 4.857487201690676, -87.87186431884766 4.711948871612556, -87.9082489013672 4.711948871612545))",30899.2,POINT (-87.45843785230025 5.572533805173417),215.4708,48.8,64.7192305975491,16.2,4,243.50946759243863,60.877366898109656
9dd20c58-2c2d,4493-85dc-4fc5f7e482d3,2001-12-30 23:00:00,"POLYGON ((-71.42885589599609 -9.987868309020993, -71.93815612792969 -9.8423261642456, -72.12004852294922 -9.660399436950675, -72.12004852294922 -9.624014854431149, -72.01091003417969 -9.223769187927253, -71.97453308105469 -9.114615440368656, -70.91956329345705 -7.768344402313226, -70.37388610839844 -7.659186840057379, -69.13702392578125 -7.550029277801517, -68.88237762451172 -7.550029277801514, -68.48221588134767 -7.877501964569093, -68.22756958007812 -8.095812797546392, -68.19118499755859 -8.132201194763187, -68.11843109130859 -8.20497035980225, -68.11843109130859 -8.241358757019045, -68.15480804443359 -8.423285484313963, -68.19118499755859 -8.459670066833501, -68.26394653320312 -8.532443046569824, -70.04648590087891 -9.987868309020993, -71.42885589599609 -9.987868309020993))",80235.3,POINT (-70.17988446959291 -8.769929377618888),212.3484,52.9,84.0961656478981,147.6,3,94.34630421301432,31.448768071004775
9dd20c58-2c2d,44c9-8135-386a22e2f828,2001-12-30 19:00:00,"POLYGON ((-70.22837066650391 -8.932684898376458, -70.51940155029297 -8.823527336120609, -70.6649169921875 -8.750758171081543, -70.8104248046875 -8.677985191345224, -71.50161743164064 -8.16858577728271, -71.53799438476562 -8.132201194763176, -71.86540222167969 -7.659186840057375, -71.86540222167969 -7.586413860321035, -71.82901763916016 -7.550029277801506, -70.19199371337891 -7.550029277801512, -69.93734741210938 -7.659186840057365, -69.75545501708984 -7.877501964569098, -69.64632415771484 -8.095812797546387, -69.57356262207031 -8.35051250457763, -69.57356262207031 -8.423285484313958, -69.60993957519531 -8.532443046569828, -69.68270111083984 -8.677985191345222, -70.22837066650391 -8.932684898376458))",25955.6,POINT (-70.58826264242543 -8.127402728489425),204.6667,23.7,10.25013856511621,238.5,3,94.34630421301432,31.448768071004775
9dd20c58-2c2d,4683-bab8-bf3411c928e2,2001-12-30 18:00:00,"POLYGON ((-70.33750915527344 -8.677985191345215, -70.44664764404297 -8.605212211608888, -71.31972503662109 -7.913886547088634, -71.02869415283203 -7.513644695281975, -70.84680938720703 -7.404487133026127, -70.8104248046875 -7.404487133026119, -69.90097045898438 -8.059428215026864, -69.86459350585938 -8.095812797546383, -69.79183197021484 -8.204970359802243, -69.79183197021484 -8.496058464050291, -69.82820892333984 -8.532443046569819, -69.86459350585938 -8.568827629089359, -69.97372436523439 -8.641600608825678, -70.11923980712891 -8.67798519134522, -70.33750915527344 -8.677985191345215))",13220.1,POINT (-70.5090775579246 -8.078796746668642),208.8869,49.2,,,3,94.34630421301432,31.448768071004775
a6158d5d-e33c,449e-961b-58947bd94fdf,2001-12-29 21:00:00,"POLYGON ((-76.77647399902344 4.384479999542241, -76.77647399902344 4.675564289093022, -76.66734313964844 4.784718036651603, -76.33993530273438 5.039417743682866, -75.93977355957031 5.003033161163337, -75.90339660644531 4.966648578643807, -75.90339660644531 4.893879413604733, -75.93977355957031 4.857487201690675, -76.41268920898438 4.42086458206176, -76.55820465087891 4.384479999542229, -76.77647399902344 4.384479999542241))",4245.5,POINT (-76.38538257700293 4.723088244208232),211.7154,50.7,1.574555206681196,348.1,3,22.86029213331398,7.620097377771327
a6158d5d-e33c,4c41-afa2-0b94ab1a7d06,2001-12-29 20:00:00,"POLYGON ((-76.59458160400391 4.457249164581291, -76.66734313964844 4.530018329620362, -76.70372009277344 4.566402912139899, -76.55820465087891 4.821102619171136, -76.41268920898438 4.930263996124265, -76.04890441894531 4.930263996124275, -76.04890441894531 4.857487201690665, -76.19441986083984 4.639179706573484, -76.23079681396484 4.602787494659429, -76.26718139648438 4.566402912139899, -76.37631225585939 4.493633747100831, -76.44906616210938 4.457249164581296, -76.59458160400391 4.457249164581291))",2443.6,POINT (-76.38244381953589 4.709158020104478),212.4037,57.6,,,3,22.86029213331398,7.620097377771327
a6158d5d-e33c,4f6e-950c-f16b34f14ac9,2001-12-29 22:00:00,"POLYGON ((-76.48545074462891 4.67556428909302, -76.66734313964844 4.784718036651603, -76.63095855712891 4.821102619171134, -76.33993530273438 5.075802326202398, -76.23079681396484 5.112186908721926, -76.19441986083984 5.112186908721932, -76.04890441894531 5.075802326202385, -76.01252746582031 5.039417743682867, -75.93977355957031 4.857487201690675, -75.93977355957031 4.821102619171143, -75.97615051269531 4.784718036651617, -76.19441986083984 4.711948871612544, -76.33993530273438 4.675564289093019, -76.48545074462891 4.67556428909302))",2540.1,POINT (-76.27090345935864 4.877565576801248),213.9935,,21.285736926632783,36.5,3,22.86029213331398,7.620097377771327
aa508d8b-46ec,40bf-b871-90d43032c3b8,2001-12-29 23:00:00,"POLYGON ((-72.22917938232422 -9.987868309020994, -72.4474563598633 -9.624014854431158, -72.48383331298828 -9.332926750183109, -72.4474563598633 -9.260157585144048, -72.41107177734376 -9.22376918792725, -72.26556396484375 -9.187384605407722, -72.22917938232422 -9.187384605407708, -72.12004852294922 -9.223769187927246, -72.01091003417969 -9.296542167663576, -71.93815612792969 -9.369315147399904, -71.93815612792969 -9.405699729919441, -71.97453308105469 -9.987868309020989, -72.22917938232422 -9.987868309020994))",4121.1,POINT (-72.19192201818926 -9.571007151833292),212.6627,,16.53854978140517,168.0,5,68.87227142506809,13.774454285013618
aa508d8b-46ec,41f4-bd06-811f93a8a5f3,2001-12-29 21:00:00,"POLYGON ((-72.30194091796875 -9.660399436950684, -72.66572570800781 -9.332926750183107, -72.66572570800781 -9.187384605407718, -72.59296417236328 -9.07822704315185, -72.48383331298828 -8.932684898376454, -72.37469482421875 -8.896300315856937, -72.15642547607422 -8.932684898376461, -72.01091003417969 -9.005457878112789, -71.97453308105469 -9.078227043151854, -71.97453308105469 -9.369315147399895, -72.01091003417969 -9.442084312438961, -72.12004852294922 -9.587626457214359, -72.15642547607422 -9.624014854431154, -72.30194091796875 -9.660399436950684))",4720.3,POINT (-72.29666399269965 -9.25426067329882),206.2742,61.5,18.29375535288092,150.5,5,68.87227142506809,13.774454285013618
aa508d8b-46ec,4509-bd2c-db3cf5413a73,2001-12-29 20:00:00,"POLYGON ((-72.59296417236328 -9.296542167663576, -72.66572570800781 -9.260157585144032, -72.66572570800781 -9.078227043151852, -72.62934112548828 -9.041842460632331, -72.48383331298828 -8.969069480896001, -72.41107177734376 -8.93268489837646, -72.19280242919922 -8.932684898376461, -72.12004852294922 -8.969069480895998, -72.04729461669922 -9.005457878112798, -72.04729461669922 -9.041842460632322, -72.22917938232422 -9.260157585144048, -72.59296417236328 -9.296542167663576))",2054.6,POINT (-72.37828596616802 -9.110110145541015),207.816,41.4,13.524606158010751,137.5,5,68.87227142506809,13.774454285013618
aa508d8b-46ec,4724-be94-24a8f122d0f8,2001-12-29 19:00:00,"POLYGON ((-72.66572570800781 -9.187384605407718, -72.70210266113281 -9.151000022888184, -72.77485656738281 -9.005457878112788, -72.73847961425781 -8.969069480896003, -72.48383331298828 -8.859911918640142, -72.4474563598633 -8.859911918640131, -72.19280242919922 -8.896300315856928, -72.12004852294922 -8.932684898376467, -72.12004852294922 -8.969069480895998, -72.15642547607422 -9.005457878112786, -72.19280242919922 -9.041842460632322, -72.30194091796875 -9.114615440368656, -72.48383331298828 -9.187384605407722, -72.66572570800781 -9.187384605407718))",1788.7,POINT (-72.46115341240585 -9.019733125198563),208.6316,52.9,,,5,68.87227142506809,13.774454285013618
aa508d8b-46ec,4a17-bc33-004170e4d697,2001-12-29 22:00:00,"POLYGON ((-72.19280242919922 -9.915099143981926, -72.30194091796875 -9.878714561462408, -72.62934112548828 -9.405699729919435, -72.62934112548828 -9.369315147399908, -72.55658721923828 -9.151000022888182, -72.52021026611328 -9.078227043151848, -72.48383331298828 -9.041842460632326, -72.37469482421875 -8.969069480896, -72.30194091796875 -8.969069480895989, -72.08367156982422 -9.041842460632322, -72.01091003417969 -9.078227043151861, -71.93815612792969 -9.15100002288818, -71.90177917480469 -9.223769187927244, -71.86540222167969 -9.296542167663578, -71.86540222167969 -9.478468894958491, -71.97453308105469 -9.842326164245605, -72.04729461669922 -9.915099143981932, -72.19280242919922 -9.915099143981926))",6369.4,POINT (-72.22295086917558 -9.424685798225562),208.7634,59.9,20.515360132771253,156.6,5,68.87227142506809,13.774454285013618
ba59c70c-fdcf,4046-847f-80cf6e5adceb,2001-12-30 02:00:00,"POLYGON ((-79.43209075927734 6.895092487335202, -79.54122924804688 6.967861652374265, -79.65036010742188 7.149792194366459, -79.65036010742188 7.950275897979742, -79.61398315429688 8.023045539855952, -79.57760620117188 8.095814704895023, -79.43209075927734 8.350514411926271, -79.35933685302734 8.459675788879389, -79.28658294677734 8.532444953918464, -77.32215118408203 9.369313240051266, -77.2493896484375 9.296544075012205, -77.2130126953125 9.223774909973148, -77.1766357421875 9.005459785461426, -77.1766357421875 8.859913825988761, -77.28577423095703 8.568829536437974, -77.43128204345703 8.350514411926271, -77.54042053222656 8.241360664367676, -79.21382141113281 6.895092487335202, -79.43209075927734 6.895092487335202))",38597.2,POINT (-78.52968537852148 8.159898169318437),212.1504,,45.2950892266876,81.7,3,54.06924777328013,18.023082591093377
ba59c70c-fdcf,461d-89e6-d7fb7a237c87,2001-12-30 00:00:00,"POLYGON ((-79.14106750488281 7.622799396514883, -79.21382141113281 7.659191608428956, -79.25019836425781 7.695576190948484, -79.32295989990234 7.841114521026608, -79.39571380615236 8.023045539855955, -79.39571380615236 8.095814704895021, -79.35933685302734 8.168591499328619, -79.17744445800781 8.314129829406735, -78.74090576171875 8.605214118957527, -78.70452880859375 8.605214118957514, -78.63176727294922 8.568829536437987, -78.48625946044923 8.386898994445801, -78.52263641357422 8.204976081848141, -78.59539031982422 8.02304553985595, -78.66814422607422 7.913891315460196, -78.74090576171875 7.804729938507086, -78.88642120361328 7.695576190948485, -79.03192901611328 7.622799396514901, -79.14106750488281 7.622799396514883))",6900.3,POINT (-78.93632178866967 8.100402201783986),210.6698,17.9,8.774158546592531,68.2,3,54.06924777328013,18.023082591093377
ba59c70c-fdcf,475a-9604-9df4094cba47,2001-12-29 23:00:00,"POLYGON ((-79.14106750488281 7.768345355987557, -79.21382141113281 7.804729938507074, -79.21382141113281 8.059430122375487, -79.14106750488281 8.314129829406728, -79.03192901611328 8.350514411926261, -78.92279815673828 8.350514411926262, -78.77728271484375 8.241360664367681, -78.77728271484375 8.204976081848141, -78.81365966796876 7.950275897979728, -78.85003662109375 7.91389131546021, -78.88642120361328 7.877499103546139, -79.03192901611328 7.804729938507086, -79.10469055175781 7.768345355987548, -79.14106750488281 7.768345355987557))",2414.0,POINT (-79.01020270450212 8.070860362837777),210.7297,35.0,,,3,54.06924777328013,18.023082591093377
c41e9d7c-79f8,4057-91e4-fafd860e693a,2001-12-31 00:00:00,"POLYGON ((-72.15642547607422 -9.987868309020991, -72.33831787109375 -9.769556999206543, -72.37469482421875 -9.260157585144047, -72.37469482421875 -9.18738460540771, -72.26556396484375 -9.07822704315185, -72.22917938232422 -9.041842460632317, -71.42885589599609 -8.750758171081539, -71.31972503662109 -8.714369773864743, -71.17420959472656 -8.677985191345215, -71.13783264160156 -8.67798519134522, -70.8104248046875 -8.750758171081541, -70.6649169921875 -8.823527336120614, -70.41026306152344 -9.005457878112789, -70.33750915527344 -9.078227043151854, -70.30113220214844 -9.114615440368651, -69.86459350585938 -9.587626457214347, -69.86459350585938 -9.624014854431149, -69.93734741210938 -9.951483726501461, -69.97372436523439 -9.987868309021007, -72.15642547607422 -9.987868309020991))",31303.5,POINT (-71.17558155075422 -9.433989281977734),200.1887,74.4,,,3,38.6110702659275,12.870356755309167
c41e9d7c-79f8,457f-a3b3-ed59b136da31,2001-12-31 01:00:00,"POLYGON ((-72.19280242919922 -9.987868309020989, -72.4474563598633 -9.842326164245613, -72.48383331298828 -9.805941581726074, -72.59296417236328 -9.69678401947021, -72.59296417236328 -9.660399436950676, -72.55658721923828 -9.478468894958493, -72.52021026611328 -9.332926750183105, -71.86540222167969 -8.605212211608892, -71.64713287353516 -8.496058464050297, -71.53799438476562 -8.459670066833494, -71.39247894287109 -8.423285484313958, -70.95594024658203 -8.386900901794434, -70.91956329345705 -8.386900901794428, -70.48302459716797 -8.64160060882568, -70.41026306152344 -8.714369773864744, -70.22837066650391 -8.896300315856935, -70.19199371337891 -8.932684898376468, -69.71907806396484 -9.478468894958505, -69.71907806396484 -9.514857292175289, -69.79183197021484 -9.915099143981923, -69.82820892333984 -9.987868309020994, -72.19280242919922 -9.987868309020989))",42082.5,POINT (-71.15534820490893 -9.318791615432488),203.1629,79.1,12.933675224567548,10.0,3,38.6110702659275,12.870356755309167
c41e9d7c-79f8,4c1d-b80c-b72b1abe0644,2001-12-31 07:00:00,"POLYGON ((-72.88399505615234 -9.987868309020989, -72.95674896240234 -9.915099143981939, -72.95674896240234 -9.624014854431149, -72.66572570800781 -9.151000022888187, -72.4474563598633 -8.969069480895994, -72.33831787109375 -8.896300315856939, -72.26556396484375 -8.859911918640135, -72.19280242919922 -8.8235273361206, -69.97372436523439 -8.750758171081548, -69.93734741210938 -8.750758171081538, -69.86459350585938 -8.896300315856932, -69.86459350585938 -9.114615440368649, -70.01010131835938 -9.44208431243896, -70.04648590087891 -9.514857292175291, -70.22837066650391 -9.842326164245607, -70.37388610839844 -9.987868309020991, -72.88399505615234 -9.987868309020989))",39746.7,POINT (-71.37511053854386 -9.397907478302891),210.8385,,25.677395041359954,250.2,3,38.6110702659275,12.870356755309167
d4ca365b-4b7c,4777-9345-0791f065d725,2001-12-30 16:00:00,"POLYGON ((-65.02627563476562 -6.349299907684323, -66.40864562988281 -6.312915325164788, -66.48140716552734 -6.276530742645266, -66.51778411865234 -6.240146160125735, -66.55416107177734 -5.512431621551515, -66.55416107177734 -5.257731914520271, -66.51778411865234 -5.148574352264397, -66.48140716552734 -5.075801372528074, -66.44503021240234 -5.039416790008543, -66.33589172363281 -4.93025922775269, -65.75383758544922 -4.639174938201909, -65.57194519042969 -4.566401958465574, -64.04405975341797 -4.602790355682375, -63.97129821777344 -4.639174938201898, -63.93492126464844 -4.675559520721435, -63.97129821777344 -5.003032207489019, -64.2987060546875 -5.621589183807381, -64.73524475097656 -6.276530742645264, -64.77162170410156 -6.3129153251648, -65.02627563476562 -6.349299907684323))",47495.4,POINT (-65.32928310578853 -5.434823176952586),212.893,,95.56133126175229,344.6,3,107.12407321971541,35.7080244065718
d4ca365b-4b7c,4d56-b3ba-4c33878e671b,2001-12-30 14:00:00,"POLYGON ((-64.73524475097656 -7.258944988250731, -64.95351409912109 -7.113402843475345, -65.64470672607422 -6.203757762908932, -65.71746063232422 -5.985446453094489, -65.71746063232422 -5.949058055877692, -65.68108367919922 -5.83990049362183, -65.60832214355469 -5.62158918380737, -65.49919128417969 -5.439658641815194, -65.46281433105469 -5.403274059295655, -65.13540649414062 -5.403274059295646, -65.06265258789062 -5.512431621551509, -64.91713714599609 -5.767131328582757, -64.69886779785156 -6.167373180389411, -64.66249084472656 -6.240146160125736, -64.55335235595703 -6.676772594451901, -64.55335235595703 -6.967856884002681, -64.66249084472656 -7.258944988250723, -64.73524475097656 -7.258944988250731))",15964.2,POINT (-65.10052840714657 -6.268043511842343),212.3291,18.7,11.562741957963125,15.5,3,107.12407321971541,35.7080244065718
d4ca365b-4b7c,4f87-a0c3-215f16aed9f7,2001-12-30 13:00:00,"POLYGON ((-64.66249084472656 -6.931472301483163, -64.77162170410156 -6.895087718963618, -65.68108367919922 -6.240146160125739, -65.68108367919922 -6.021831035614018, -65.53556823730469 -5.839900493621827, -64.84438323974609 -6.240146160125736, -64.80799865722656 -6.276530742645258, -64.62611389160156 -6.567615032196045, -64.58972930908203 -6.676772594451908, -64.58972930908203 -6.713157176971429, -64.66249084472656 -6.931472301483163))",6921.6,POINT (-65.12850558507991 -6.36878393842225),216.017,42.8,,,3,107.12407321971541,35.7080244065718
d5f712ac-e195,499d-b7f9-4c39a0f88a02,2001-12-30 00:00:00,"POLYGON ((-73.93896484375001 -3.620376110076904, -74.12085723876953 -3.547603130340567, -74.19361114501953 -3.511218547821044, -74.26637268066406 -3.402060985565177, -74.30274963378906 -3.22013425827027, -74.30274963378906 -3.18374586105347, -74.048095703125 -0.09096471965313754, -73.57518005371094 1.146149277687079, -73.50242614746094 1.328079819679259, -73.46604919433594 1.364464402198798, -73.06588745117188 1.473621964454648, -72.92037200927734 1.437237381935127, -72.88399505615234 1.36446440219879, -72.22917938232422 -2.274104595184322, -72.33831787109375 -2.710731029510491, -73.10226440429688 -3.511218547821047, -73.17501831054688 -3.547603130340574, -73.39328765869141 -3.5839877128601, -73.75707244873047 -3.620376110076897, -73.93896484375001 -3.620376110076904))",91481.7,POINT (-73.31394030111031 -1.351840058193708),213.3967,,8.826774179920838,269.4,3,387.2819680289396,129.09398934297988
d5f712ac-e195,4a0b-89fb-4574cffe47b1,2001-12-29 23:00:00,"POLYGON ((-74.01171875 -4.202544689178467, -74.048095703125 -4.166160106658942, -74.15723419189453 -4.020617961883544, -74.12085723876953 -2.38326215744018, -74.048095703125 -1.255305647850038, -73.8662109375 -0.09096471965312158, -72.84761810302734 2.237720966339103, -72.73847961425781 2.310493946075432, -72.70210266113281 2.310493946075442, -72.62934112548828 2.201336383819573, -72.59296417236328 2.128563404083248, -72.52021026611328 1.910248398780819, -72.41107177734376 -0.9642214179038975, -72.4474563598633 -1.546389937400825, -72.55658721923828 -2.274104595184328, -72.73847961425781 -3.402060985565181, -72.81123352050781 -3.765918254852293, -72.92037200927734 -4.057002544403082, -72.95674896240234 -4.093387126922603, -73.24777221679688 -4.16616010665894, -73.93896484375001 -4.202544689178462, -74.01171875 -4.202544689178467))",99662.5,POINT (-73.23463055335009 -1.350996594067389),212.6629,78.0,378.45519384901877,188.2,3,387.2819680289396,129.09398934297988
d5f712ac-e195,4ec5-9660-a66c2feb741c,2001-12-29 21:00:00,"POLYGON ((-72.84761810302734 1.801090836524956, -72.92037200927734 1.837479233741767, -72.92037200927734 1.983021378517148, -72.88399505615234 2.092178821563723, -72.70210266113281 2.274105548858636, -72.62934112548828 2.274105548858634, -72.55658721923828 2.164947986602777, -72.55658721923828 2.092178821563729, -72.73847961425781 1.837479233741766, -72.77485656738281 1.801090836524965, -72.84761810302734 1.801090836524956))",1368.8,POINT (-72.74743181843726 2.03631036475353),211.0732,24.4,,,3,387.2819680289396,129.09398934297988
effc6951-f8fc,44c0-ac06-ed88434353d2,2001-12-30 15:00:00,"POLYGON ((-65.42643737792969 -7.004245281219488, -66.33589172363281 -6.749545574188236, -66.37226867675781 -6.713157176971432, -66.33589172363281 -6.676772594451896, -66.0448684692383 -6.567615032196045, -65.64470672607422 -6.56761503219604, -65.57194519042969 -6.604003429412843, -65.46281433105469 -6.67677259445191, -65.42643737792969 -6.749545574188223, -65.42643737792969 -7.004245281219488))",3162.8,POINT (-65.81361418504696 -6.745699277372528),213.2235,41.0,,,3,159.3415647050517,53.1138549016839
effc6951-f8fc,4b7d-a037-044c224701ff,2001-12-30 18:00:00,"POLYGON ((-65.35367584228516 -8.132201194763189, -65.39005279541016 -8.095812797546387, -65.42643737792969 -6.967856884002679, -65.42643737792969 -6.895087718963622, -65.39005279541016 -6.858703136444087, -65.31729888916016 -6.822314739227292, -65.24454498291016 -6.858703136444096, -65.20816040039062 -6.931472301483145, -65.06265258789062 -7.62280225753784, -65.02627563476562 -7.877501964569098, -65.13540649414062 -8.023043632507324, -65.17178344726562 -8.059428215026863, -65.28092193603516 -8.132201194763185, -65.35367584228516 -8.132201194763189))",4613.5,POINT (-65.25925930394793 -7.516504507075807),210.4122,29.6,104.95923080601862,144.3,3,159.3415647050517,53.1138549016839
effc6951-f8fc,4cf0-b1ec-ee811ff2ca5d,2001-12-30 22:00:00,"POLYGON ((-65.82659912109375 -8.423285484313972, -65.97210693359375 -8.314127922058105, -66.00848388671875 -8.277743339538571, -66.00848388671875 -8.168585777282711, -65.97210693359375 -8.059428215026855, -65.93572998046875 -7.986659526824954, -65.64470672607422 -7.586413860321037, -65.46281433105469 -7.404487133026125, -65.39005279541016 -7.331714153289804, -65.28092193603516 -7.440871715545656, -65.13540649414062 -7.622802257537848, -65.06265258789062 -7.913886547088632, -65.13540649414062 -8.132201194763184, -65.20816040039062 -8.204970359802243, -65.28092193603516 -8.241358757019036, -65.79021453857422 -8.423285484313958, -65.82659912109375 -8.423285484313972))",7838.9,POINT (-65.51429483413686 -7.937314736419109),213.2727,,54.38233389903307,211.2,3,159.3415647050517,53.1138549016839
fb7b80e5-7caf,4103-848f-20ac6d7e943c,2001-12-30 02:00:00,"POLYGON ((-80.85084533691406 6.422077655792244, -81.57841491699219 6.494846820831307, -81.86943817138672 6.604000568389898, -81.94219970703125 6.640392780303957, -81.97857666015625 6.676777362823486, -81.94219970703125 6.749546527862543, -81.32376861572266 7.695576190948483, -81.28739166259766 7.731960773468025, -81.10549926757812 7.877499103546147, -81.03273773193359 7.913891315460212, -80.63257598876953 7.913891315460206, -80.26879119873047 7.513645648956297, -79.97776794433594 6.676777362823482, -79.97776794433594 6.64039278030396, -80.01414489746094 6.604000568389892, -80.15966033935547 6.458462238311773, -80.81446838378906 6.422077655792233, -80.85084533691406 6.422077655792244))",25324.4,POINT (-80.91120684331001 7.067231850954333),210.5013,21.3,8.411149802936203,65.4,3,183.2150989880932,61.07169966269773
fb7b80e5-7caf,412f-b17d-0aadcda2ce2c,2001-12-30 04:00:00,"POLYGON ((-80.30517578125 6.240147113800054, -80.88722991943359 6.349300861358636, -81.54203796386719 6.822315692901618, -81.57841491699219 6.858700275421144, -81.57841491699219 6.895092487335212, -81.54203796386719 7.113399982452387, -81.25100708007812 7.91389131546021, -81.17825317382812 7.986660480499276, -79.25019836425781 9.078228950500485, -78.99555206298828 9.187390327453613, -77.72231292724609 9.223774909973139, -77.64955139160156 9.223774909973143, -77.64955139160156 7.622799396514891, -77.72231292724609 7.404491901397705, -77.75868988037109 7.368099689483639, -78.81365966796876 6.60400056838989, -78.92279815673828 6.56761598587036, -79.86862945556641 6.312916278839111, -80.26879119873047 6.240147113800056, -80.30517578125 6.240147113800054))",100973.5,POINT (-79.46051819624299 7.7005483245607),212.0053,,174.803949185157,66.4,3,183.2150989880932,61.07169966269773
fb7b80e5-7caf,428f-9f07-69f262f7b3c2,2001-12-30 01:00:00,"POLYGON ((-81.46927642822266 6.458462238311771, -81.61479187011719 6.531231403350839, -81.72393035888672 6.676777362823494, -81.72393035888672 6.822315692901612, -81.50566101074219 7.258945941925055, -81.39652252197266 7.368099689483642, -81.32376861572266 7.404491901397707, -81.17825317382812 7.477261066436768, -80.59619903564453 7.659191608428955, -80.414306640625 7.659191608428958, -80.34155273437501 7.622799396514897, -80.30517578125 7.550030231475823, -80.26879119873047 7.33171510696411, -80.26879119873047 7.295330524444577, -80.30517578125 7.149792194366464, -80.34155273437501 7.077015399932867, -80.52344512939453 6.749546527862545, -80.59619903564453 6.676777362823489, -80.81446838378906 6.531231403350823, -81.06911468505859 6.458462238311768, -81.46927642822266 6.458462238311771))",15340.5,POINT (-80.98043003678258 7.035576402656541),209.6794,60.3,,,3,183.2150989880932,61.07169966269773
fd331b1b-53e0,449e-9323-a96319dde147,2001-12-30 01:00:00,"POLYGON ((-76.88561248779297 -9.987868309021, -76.92198944091797 -9.951483726501468, -76.95836639404298 -9.878714561462395, -77.03112030029297 -9.514857292175291, -76.95836639404298 -8.605212211608883, -76.92198944091797 -8.3141279220581, -76.77647399902344 -8.023043632507328, -76.66734313964844 -7.841113567352296, -76.63095855712891 -7.804728984832765, -76.55820465087891 -7.768344402313239, -76.44906616210938 -7.804728984832763, -76.37631225585939 -7.841113567352284, -76.23079681396484 -7.986659526824944, -75.13945007324219 -9.332926750183107, -75.10307312011719 -9.405699729919434, -75.10307312011719 -9.73316860198975, -75.13945007324219 -9.878714561462392, -75.21220397949219 -9.987868309020993, -76.88561248779297 -9.987868309021))",36308.1,POINT (-76.19203826722044 -9.115646283174373),209.3257,86.2,,,3,67.5436327252434,22.5145442417478
fd331b1b-53e0,468f-96f5-d3acdbf7458a,2001-12-30 02:00:00,"POLYGON ((-76.88561248779297 -9.987868309021, -76.88561248779297 -9.842326164245597, -76.74009704589844 -8.059428215026854, -76.66734313964844 -7.950271129608155, -76.55820465087891 -7.913886547088626, -76.33993530273438 -7.913886547088618, -76.15804290771484 -8.132201194763182, -75.03031158447266 -9.551241874694824, -74.95755767822266 -9.66039943695068, -74.95755767822266 -9.769556999206539, -75.03031158447266 -9.987868309021003, -76.88561248779297 -9.987868309021))",32099.6,POINT (-76.09804458238666 -9.180962351822304),212.3777,22.7,12.606332343827095,124.8,3,67.5436327252434,22.5145442417478
fd331b1b-53e0,46ed-a968-45a309303964,2001-12-30 03:00:00,"POLYGON ((-76.59458160400391 -9.987868309021005, -76.59458160400391 -9.842326164245611, -76.48545074462891 -9.514857292175298, -76.44906616210938 -9.478468894958503, -76.04890441894531 -9.332926750183104, -75.72150421142578 -9.296542167663567, -75.64874267578125 -9.296542167663578, -75.61236572265625 -9.332926750183104, -75.57598876953125 -9.369315147399895, -75.53961181640625 -9.624014854431159, -75.53961181640625 -9.733168601989748, -75.61236572265625 -9.878714561462402, -75.64874267578125 -9.915099143981941, -75.68512725830078 -9.951483726501465, -75.79425811767578 -9.987868309021003, -76.59458160400391 -9.987868309021005))",7284.3,POINT (-76.03774511307213 -9.674042626704301),211.3888,,54.9373003814163,173.0,3,67.5436327252434,22.5145442417478
