belong,id_gdf,time,geometry,area_tb,centroid_,mean_tb,intersection_percentage,distance_c,direction,total_duration,total_distance,mean_velocity
7bb33869-75a1,42a6-9dfa-515951aa714e,2001-12-29 19:00:00,"POLYGON ((-75.39409637451172 -8.823527336120607, -75.57598876953125 -8.35051250457763, -75.57598876953125 -8.277743339538581, -75.53961181640625 -8.204970359802241, -75.32134246826172 -7.87750196456909, -75.24858093261719 -7.84111356735229, -75.13945007324219 -7.804728984832763, -75.03031158447266 -7.804728984832762, -74.95755767822266 -7.84111356735229, -74.44825744628906 -8.204970359802251, -74.41188049316406 -8.35051250457764, -74.41188049316406 -8.386900901794434, -74.59377288818359 -8.641600608825678, -74.70291137695312 -8.677985191345217, -75.35771942138672 -8.823527336120613, -75.39409637451172 -8.823527336120607))",9958.2,POINT (-75.03200723974284 -8.325832570919399),208.5105,68.5,,,3,21.750121898594948,7.250040632864983
7bb33869-75a1,4854-b575-854f5554edc9,2001-12-29 20:00:00,"POLYGON ((-75.28496551513672 -8.823527336120598, -75.39409637451172 -8.71436977386475, -75.61236572265625 -8.459670066833501, -75.50323486328125 -8.168585777282722, -75.46685791015626 -8.132201194763184, -75.35771942138672 -8.023043632507317, -75.13945007324219 -7.91388654708863, -75.10307312011719 -7.913886547088616, -74.99393463134766 -7.950271129608161, -74.81204223632812 -8.132201194763192, -74.73928833007812 -8.386900901794432, -74.66653442382812 -8.750758171081547, -74.84841918945314 -8.78714275360108, -75.10307312011719 -8.8235273361206, -75.28496551513672 -8.823527336120598))",7402.4,POINT (-75.12620262591903 -8.404687946877157),210.3094,21.8,13.553580558838691,230.1,3,21.750121898594948,7.250040632864983
7bb33869-75a1,4926-a966-a31503cad320,2001-12-29 21:00:00,"POLYGON ((-75.17582702636719 -8.605212211608887, -75.46685791015626 -8.496058464050288, -75.46685791015626 -8.386900901794435, -75.39409637451172 -8.314127922058104, -75.10307312011719 -8.241358757019036, -75.06669616699219 -8.241358757019047, -74.95755767822266 -8.314127922058105, -74.92118072509766 -8.350512504577633, -74.95755767822266 -8.42328548431397, -74.99393463134766 -8.4596700668335, -75.13945007324219 -8.605212211608892, -75.17582702636719 -8.605212211608887))",1611.0,POINT (-75.19995506375277 -8.414634302666395),213.7864,,8.196541339756255,262.3,3,21.750121898594948,7.250040632864983
7cebfd21-eb70,4136-86e9-9e2a46114aa8,2001-12-30 21:00:00,"POLYGON ((-70.8104248046875 -9.332926750183114, -70.91956329345705 -9.296542167663576, -71.68350982666016 -8.095812797546381, -71.68350982666016 -8.059428215026852, -71.64713287353516 -7.986659526824954, -71.57437133789062 -7.913886547088624, -71.21058654785156 -7.622802257537839, -71.13783264160156 -7.586413860321053, -71.06507873535156 -7.550029277801515, -70.7376708984375 -7.440871715545662, -70.48302459716797 -7.368102550506589, -69.79183197021484 -7.258944988250725, -69.75545501708984 -7.258944988250732, -68.88237762451172 -7.404487133026122, -68.73686218261719 -7.477256298065184, -68.59134674072266 -7.550029277801506, -68.44583892822266 -7.622802257537836, -68.40945434570312 -7.659186840057367, -68.37307739257812 -7.695571422576895, -68.19118499755859 -8.204970359802243, -68.19118499755859 -8.241358757019043, -68.26394653320312 -8.314127922058111, -68.55496978759766 -8.532443046569815, -70.30113220214844 -9.296542167663574, -70.41026306152344 -9.332926750183104, -70.8104248046875 -9.332926750183114))",59997.7,POINT (-69.98598288472557 -8.212737456724284),206.7322,29.8,17.056995298329632,191.6,3,163.00060418859013,54.333534729530044
7cebfd21-eb70,4280-b8bb-9c6ee9637280,2001-12-30 20:00:00,"POLYGON ((-70.51940155029297 -9.223769187927246, -70.62853240966797 -9.151000022888175, -71.82901763916016 -8.095812797546392, -71.90177917480469 -7.950271129608158, -71.90177917480469 -7.8411135673523, -71.86540222167969 -7.804728984832762, -69.20977783203125 -7.077014446258542, -68.51859283447266 -7.186172008514403, -68.44583892822266 -7.222556591033943, -68.33670043945312 -7.404487133026122, -68.30032348632812 -7.477256298065184, -68.30032348632812 -7.513644695281982, -68.40945434570312 -8.277743339538572, -68.44583892822266 -8.35051250457764, -70.51940155029297 -9.223769187927246))",58392.6,POINT (-69.95499667940942 -8.061632660149055),207.4012,86.7,,,3,163.00060418859013,54.333534729530044
7cebfd21-eb70,469a-b48a-9c776fdbd943,2001-12-31 04:00:00,"POLYGON ((-72.15642547607422 -9.987868309020991, -72.30194091796875 -9.842326164245607, -72.37469482421875 -9.733168601989743, -72.33831787109375 -9.478468894958496, -72.30194091796875 -9.296542167663565, -72.26556396484375 -9.223769187927241, -71.75626373291016 -8.605212211608887, -71.68350982666016 -8.532443046569819, -71.31972503662109 -8.168585777282722, -71.13783264160156 -8.168585777282713, -70.48302459716797 -8.204970359802243, -70.33750915527344 -8.241358757019047, -70.19199371337891 -8.314127922058111, -69.71907806396484 -8.823527336120602, -69.57356262207031 -9.041842460632317, -69.50080871582031 -9.187384605407718, -69.35529327392578 -9.624014854431147, -69.35529327392578 -9.878714561462408, -69.3916702270508 -9.987868309021, -72.15642547607422 -9.987868309020991))",52186.6,POINT (-70.84736251891343 -9.216107205025322),207.815,,145.9436088902605,220.6,3,163.00060418859013,54.333534729530044
841ea37d-cf89,4171-a290-be415efbc510,2001-12-29 19:00:00,"POLYGON ((-72.66572570800781 -9.187384605407718, -72.70210266113281 -9.151000022888184, -72.77485656738281 -9.005457878112788, -72.73847961425781 -8.969069480896003, -72.48383331298828 -8.859911918640142, -72.4474563598633 -8.859911918640131, -72.19280242919922 -8.896300315856928, -72.12004852294922 -8.932684898376467, -72.12004852294922 -8.969069480895998, -72.15642547607422 -9.005457878112786, -72.19280242919922 -9.041842460632322, -72.30194091796875 -9.114615440368656, -72.48383331298828 -9.187384605407722, -72.66572570800781 -9.187384605407718))",1788.7,POINT (-72.46115341240585 -9.019733125198563),208.6316,52.9,,,5,68.87227142506809,13.774454285013618
841ea37d-cf89,441c-ab7f-82bd68e47ebd,2001-12-29 22:00:00,"POLYGON ((-72.19280242919922 -9.915099143981926, -72.30194091796875 -9.878714561462408, -72.62934112548828 -9.405699729919435, -72.62934112548828 -9.369315147399908, -72.55658721923828 -9.151000022888182, -72.52021026611328 -9.078227043151848, -72.48383331298828 -9.041842460632326, -72.37469482421875 -8.969069480896, -72.30194091796875 -8.969069480895989, -72.08367156982422 -9.041842460632322, -72.01091003417969 -9.078227043151861, -71.93815612792969 -9.15100002288818, -71.90177917480469 -9.223769187927244, -71.86540222167969 -9.296542167663578, -71.86540222167969 -9.478468894958491, -71.97453308105469 -9.842326164245605, -72.04729461669922 -9.915099143981932, -72.19280242919922 -9.915099143981926))",6369.4,POINT (-72.22295086917558 -9.424685798225562),208.7634,59.9,20.515360132771253,156.6,5,68.87227142506809,13.774454285013618
841ea37d-cf89,4581-acca-15669f82b10c,2001-12-29 20:00:00,"POLYGON ((-72.59296417236328 -9.296542167663576, -72.66572570800781 -9.260157585144032, -72.66572570800781 -9.078227043151852, -72.62934112548828 -9.041842460632331, -72.48383331298828 -8.969069480896001, -72.41107177734376 -8.93268489837646, -72.19280242919922 -8.932684898376461, -72.12004852294922 -8.969069480895998, -72.04729461669922 -9.005457878112798, -72.04729461669922 -9.041842460632322, -72.22917938232422 -9.260157585144048, -72.59296417236328 -9.296542167663576))",2054.6,POINT (-72.37828596616802 -9.110110145541015),207.816,41.4,13.524606158010751,137.5,5,68.87227142506809,13.774454285013618
841ea37d-cf89,4bcf-ac87-d6eda3d3e9c1,2001-12-29 21:00:00,"POLYGON ((-72.30194091796875 -9.660399436950684, -72.66572570800781 -9.332926750183107, -72.66572570800781 -9.187384605407718, -72.59296417236328 -9.07822704315185, -72.48383331298828 -8.932684898376454, -72.37469482421875 -8.896300315856937, -72.15642547607422 -8.932684898376461, -72.01091003417969 -9.005457878112789, -71.97453308105469 -9.078227043151854, -71.97453308105469 -9.369315147399895, -72.01091003417969 -9.442084312438961, -72.12004852294922 -9.587626457214359, -72.15642547607422 -9.624014854431154, -72.30194091796875 -9.660399436950684))",4720.3,POINT (-72.29666399269965 -9.25426067329882),206.2742,61.5,18.29375535288092,150.5,5,68.87227142506809,13.774454285013618
841ea37d-cf89,4ea4-adbe-a91183a53a3b,2001-12-29 23:00:00,"POLYGON ((-72.22917938232422 -9.987868309020994, -72.4474563598633 -9.624014854431158, -72.48383331298828 -9.332926750183109, -72.4474563598633 -9.260157585144048, -72.41107177734376 -9.22376918792725, -72.26556396484375 -9.187384605407722, -72.22917938232422 -9.187384605407708, -72.12004852294922 -9.223769187927246, -72.01091003417969 -9.296542167663576, -71.93815612792969 -9.369315147399904, -71.93815612792969 -9.405699729919441, -71.97453308105469 -9.987868309020989, -72.22917938232422 -9.987868309020994))",4121.1,POINT (-72.19192201818926 -9.571007151833292),212.6627,,16.53854978140517,168.0,5,68.87227142506809,13.774454285013618
a20bfb96-901a,4373-9cb2-6dce054b65d6,2001-12-30 15:00:00,"POLYGON ((-72.73847961425781 -9.733168601989741, -73.24777221679688 -9.478468894958498, -73.68431854248047 -9.151000022888185, -73.902587890625 -8.932684898376456, -73.93896484375001 -8.859911918640131, -73.93896484375001 -8.750758171081548, -73.902587890625 -8.641600608825673, -73.8662109375 -8.605212211608888, -73.68431854248047 -8.53244304656983, -73.61155700683594 -8.532443046569824, -72.48383331298828 -9.151000022888182, -72.33831787109375 -9.442084312438961, -72.30194091796875 -9.551241874694828, -72.30194091796875 -9.624014854431158, -72.62934112548828 -9.733168601989735, -72.73847961425781 -9.733168601989741))",12251.2,POINT (-73.12759303084098 -9.150585742980711),218.2818,18.1,59.67389127913012,127.3,4,560.0835382863482,140.02088457158706
a20bfb96-901a,4484-be29-a93834b8f202,2001-12-30 14:00:00,"POLYGON ((-73.53880310058594 -9.114615440368659, -73.57518005371094 -9.07822704315185, -73.82982635498047 -8.750758171081541, -73.8662109375 -8.677985191345213, -73.8662109375 -8.605212211608888, -73.82982635498047 -8.496058464050286, -73.79344940185547 -8.459670066833493, -73.72069549560547 -8.459670066833501, -73.42966461181641 -8.714369773864753, -73.17501831054688 -9.078227043151852, -73.17501831054688 -9.114615440368652, -73.53880310058594 -9.114615440368659))",2850.0,POINT (-73.55860636015153 -8.822754380383424),213.2022,21.6,,,4,560.0835382863482,140.02088457158706
a20bfb96-901a,497d-a3ae-15ae31312f39,2001-12-30 23:00:00,"POLYGON ((-71.42885589599609 -9.987868309020993, -71.93815612792969 -9.8423261642456, -72.12004852294922 -9.660399436950675, -72.12004852294922 -9.624014854431149, -72.01091003417969 -9.223769187927253, -71.97453308105469 -9.114615440368656, -70.91956329345705 -7.768344402313226, -70.37388610839844 -7.659186840057379, -69.13702392578125 -7.550029277801517, -68.88237762451172 -7.550029277801514, -68.48221588134767 -7.877501964569093, -68.22756958007812 -8.095812797546392, -68.19118499755859 -8.132201194763187, -68.11843109130859 -8.20497035980225, -68.11843109130859 -8.241358757019045, -68.15480804443359 -8.423285484313963, -68.19118499755859 -8.459670066833501, -68.26394653320312 -8.532443046569824, -70.04648590087891 -9.987868309020993, -71.42885589599609 -9.987868309020993))",80235.3,POINT (-70.17988446959291 -8.769929377618888),212.3484,23.0,326.8804174885426,82.6,4,560.0835382863482,140.02088457158706
a20bfb96-901a,4c29-b655-010f253854ee,2001-12-31 08:00:00,"POLYGON ((-72.77485656738281 -9.987868309020998, -72.77485656738281 -9.805941581726069, -72.70210266113281 -9.405699729919439, -72.66572570800781 -9.369315147399895, -72.62934112548828 -9.3329267501831, -72.30194091796875 -9.041842460632321, -72.22917938232422 -9.005457878112786, -71.79264068603516 -8.859911918640131, -71.68350982666016 -8.859911918640146, -70.6649169921875 -9.151000022888176, -70.44664764404297 -9.223769187927246, -70.41026306152344 -9.260157585144039, -70.41026306152344 -9.987868309020993, -72.77485656738281 -9.987868309020998))",26722.4,POINT (-71.57148991038272 -9.510906601707141),210.582,,173.52922951867552,242.0,4,560.0835382863482,140.02088457158706
bfa48b15-e914,48dd-aecb-cad13986994f,2001-12-30 16:00:00,"POLYGON ((-83.03354644775391 6.567615985870352, -83.14268493652344 6.640392780303957, -83.25181579589844 7.404491901397703, -83.21543884277344 7.477261066436776, -82.88803863525391 7.731960773468015, -82.59700775146484 7.950275897979742, -82.16046905517578 8.204976081848139, -82.05133056640625 8.24136066436767, -81.90582275390625 8.168591499328612, -81.83306121826173 8.132199287414544, -81.83306121826173 8.095814704895014, -82.05133056640625 7.586414813995373, -82.16046905517578 7.331715106964102, -82.59700775146484 6.931477069854738, -82.99716949462891 6.567615985870359, -83.03354644775391 6.567615985870352))",14737.5,POINT (-82.60374172216771 7.445979974302671),213.4755,33.8,23.492334630875092,347.1,3,95.77339603066801,31.924465343556005
bfa48b15-e914,4dd8-8479-bbc936712b07,2001-12-30 15:00:00,"POLYGON ((-83.28819274902344 6.531231403350835, -83.32457733154297 6.567615985870361, -83.32457733154297 6.822315692901619, -82.81527709960938 7.586414813995368, -82.74252319335938 7.659191608428952, -82.19684600830078 7.950275897979728, -82.08771514892578 7.986660480499261, -81.94219970703125 7.986660480499263, -81.86943817138672 7.950275897979735, -81.83306121826173 7.913891315460209, -81.86943817138672 7.513645648956297, -82.37873840332031 6.749546527862545, -82.48787689208984 6.713161945343014, -83.14268493652344 6.531231403350823, -83.28819274902344 6.531231403350835))",15030.0,POINT (-82.55616930424554 7.238935046196931),211.2222,69.0,,,3,95.77339603066801,31.924465343556005
bfa48b15-e914,4f7d-9606-c96f7f235add,2001-12-30 20:00:00,"POLYGON ((-83.6883544921875 6.385693073272707, -83.72473907470703 6.422077655792233, -83.87024688720703 7.550030231475833, -83.83386993408203 7.586414813995365, -83.28819274902344 7.950275897979736, -83.14268493652344 8.023045539855955, -82.74252319335938 8.023045539855957, -82.63338470458984 7.877499103546143, -82.56063079833984 7.768345355987552, -82.56063079833984 7.659191608428955, -82.63338470458984 7.258945941925047, -82.66976165771484 7.186176776885995, -82.81527709960938 6.967861652374259, -82.88803863525391 6.858700275421147, -82.99716949462891 6.785931110382072, -83.5428466796875 6.422077655792245, -83.6519775390625 6.385693073272699, -83.6883544921875 6.385693073272707))",18139.7,POINT (-83.24001732743437 7.292084193659822),210.49,,72.28106139979292,256.4,3,95.77339603066801,31.924465343556005
f34fd835-b709,41b9-9e1b-7303f84cabdb,2001-12-30 05:00:00,"POLYGON ((-80.26879119873047 6.130993366241458, -80.92360687255861 6.276531696319586, -81.14187622070312 6.349300861358636, -81.36014556884766 6.64039278030396, -81.39652252197266 6.713161945343014, -81.14187622070312 7.731960773468013, -80.88722991943359 8.168591499328608, -80.77809143066406 8.314129829406738, -78.70452880859375 9.260159492492674, -78.55901336669922 9.296544075012212, -78.48625946044923 9.260159492492678, -77.90420532226564 8.605214118957521, -77.39490509033203 8.023045539855964, -77.39490509033203 7.95027589797974, -77.61317443847656 7.695576190948491, -78.70452880859375 6.494846820831305, -78.77728271484375 6.458462238311768, -80.05052185058594 6.130993366241462, -80.26879119873047 6.130993366241458))",99001.4,POINT (-79.4743242117308 7.602609560230857),210.7131,70.9,121.03707425433966,239.5,4,229.35986400651495,57.33996600162874
f34fd835-b709,4525-ab26-14600499a953,2001-12-30 02:00:00,"POLYGON ((-79.43209075927734 6.895092487335202, -79.54122924804688 6.967861652374265, -79.65036010742188 7.149792194366459, -79.65036010742188 7.950275897979742, -79.61398315429688 8.023045539855952, -79.57760620117188 8.095814704895023, -79.43209075927734 8.350514411926271, -79.35933685302734 8.459675788879389, -79.28658294677734 8.532444953918464, -77.32215118408203 9.369313240051266, -77.2493896484375 9.296544075012205, -77.2130126953125 9.223774909973148, -77.1766357421875 9.005459785461426, -77.1766357421875 8.859913825988761, -77.28577423095703 8.568829536437974, -77.43128204345703 8.350514411926271, -77.54042053222656 8.241360664367676, -79.21382141113281 6.895092487335202, -79.43209075927734 6.895092487335202))",38597.2,POINT (-78.52968537852148 8.159898169318437),212.1504,30.7,69.02336413710142,57.9,4,229.35986400651495,57.33996600162874
f34fd835-b709,4d67-a0d0-e94f0f18ef45,2001-12-30 01:00:00,"POLYGON ((-79.46846771240234 7.077015399932862, -79.61398315429688 7.113399982452396, -79.68674468994141 7.186176776885992, -79.72312164306641 7.33171510696411, -79.72312164306641 7.477261066436758, -79.68674468994141 7.550030231475827, -79.17744445800781 8.241360664367669, -79.14106750488281 8.277745246887205, -78.92279815673828 8.49606037139892, -78.77728271484375 8.568829536437987, -78.48625946044923 8.641606330871575, -78.44987487792969 8.641606330871587, -78.41349792480469 8.532444953918464, -78.41349792480469 8.496060371398926, -78.48625946044923 8.132199287414556, -78.52263641357422 7.986660480499269, -78.55901336669922 7.913891315460202, -78.74090576171875 7.659191608428953, -79.14106750488281 7.149792194366462, -79.43209075927734 7.077015399932857, -79.46846771240234 7.077015399932862))",13319.1,POINT (-79.05963745298256 7.827576801699496),209.3309,33.7,,,4,229.35986400651495,57.33996600162874
f34fd835-b709,4f2f-a21a-103d2a66cc1f,2001-12-30 08:00:00,"POLYGON ((-80.15966033935547 5.94906282424926, -81.06911468505859 6.021831989288336, -81.25100708007812 6.05821657180787, -81.86943817138672 6.312916278839113, -81.94219970703125 6.349300861358643, -82.48787689208984 6.64039278030396, -82.52425384521484 6.676777362823488, -82.52425384521484 7.004246234893795, -82.48787689208984 7.040630817413323, -81.39652252197266 7.950275897979735, -81.25100708007812 8.023045539855957, -78.37712097167969 9.223774909973148, -78.23160552978516 9.223774909973137, -77.43128204345703 7.768345355987544, -77.35852813720703 7.622799396514893, -77.46766662597656 7.222561359405511, -78.19522857666016 6.349300861358642, -78.41349792480469 6.203762531280521, -78.52263641357422 6.130993366241463, -78.59539031982422 6.094601154327386, -80.01414489746094 5.949062824249261, -80.15966033935547 5.94906282424926))",133074.7,POINT (-79.72226979091282 7.347590233095326),211.8044,,39.29942561507387,224.2,4,229.35986400651495,57.33996600162874
f83949b1-786a,412a-b8f4-0176907b701e,2001-12-30 12:00:00,"POLYGON ((-77.64955139160156 9.078228950500487, -77.68593597412109 9.114613533020014, -77.79506683349609 9.22377490997315, -77.86782836914062 9.442090034484867, -77.90420532226564 9.660405158996586, -77.75868988037109 9.805943489074705, -77.46766662597656 10.06064319610596, -77.1402587890625 10.06064319610596, -76.66734313964844 9.915104866027825, -76.55820465087891 9.878712654113778, -76.52182769775391 9.842328071594245, -76.63095855712891 9.551243782043452, -76.70372009277344 9.478474617004391, -77.2130126953125 9.223774909973148, -77.50404357910156 9.078228950500485, -77.64955139160156 9.078228950500487))",11032.6,POINT (-77.27205653451647 9.610762412456371),208.5639,46.7,,,3,134.96560277112584,44.98853425704195
f83949b1-786a,4151-be9d-f2119c639d5e,2001-12-30 13:00:00,"POLYGON ((-78.37712097167969 9.151005744934082, -78.41349792480469 9.187390327453608, -78.44987487792969 9.296544075012207, -78.44987487792969 9.36931324005127, -78.41349792480469 9.442090034484865, -78.34074401855469 9.551243782043459, -78.12247467041016 9.878712654113764, -77.57679748535156 10.24257373809813, -77.0675048828125 10.42450428009034, -76.74009704589844 10.49727344512938, -76.59458160400391 10.42450428009034, -76.37631225585939 10.31534290313721, -76.33993530273438 10.27895832061768, -76.33993530273438 10.20618915557862, -76.37631225585939 10.06064319610595, -76.92198944091797 9.369313240051264, -76.95836639404298 9.332928657531745, -77.1402587890625 9.260159492492674, -77.32215118408203 9.223774909973146, -78.23160552978516 9.151005744934073, -78.37712097167969 9.151005744934082))",21284.2,POINT (-77.37186492543439 9.778113737603775),209.4094,24.9,21.50788164005221,329.2,3,134.96560277112584,44.98853425704195
f83949b1-786a,45f3-9056-625e6329ac2f,2001-12-30 16:00:00,"POLYGON ((-78.48625946044923 8.605214118957516, -79.65036010742188 9.114613533020016, -79.75949859619141 9.260159492492674, -79.75949859619141 9.332928657531738, -79.68674468994141 10.20618915557862, -79.46846771240234 10.53365802764894, -79.43209075927734 10.57004261016847, -79.21382141113281 10.67920398712159, -79.14106750488281 10.71558856964111, -78.77728271484375 10.75197315216064, -78.63176727294922 10.75197315216064, -77.64955139160156 10.67920398712158, -76.70372009277344 10.57004261016846, -76.70372009277344 10.49727344512938, -77.50404357910156 9.223774909973139, -77.68593597412109 9.041844367980962, -78.26798248291016 8.714375495910652, -78.48625946044923 8.605214118957516))",55617.4,POINT (-78.40533362364215 9.816482662894847),210.3932,,113.45772113107364,272.1,3,134.96560277112584,44.98853425704195
fd548644-2aa4,4234-91b4-de6b050d8376,2001-12-29 21:00:00,"POLYGON ((-74.22998809814453 -9.478468894958503, -74.30274963378906 -9.369315147399909, -74.33912658691406 -9.296542167663576, -74.37550354003906 -9.151000022888189, -74.33912658691406 -9.078227043151861, -74.22998809814453 -9.005457878112791, -74.15723419189453 -9.041842460632322, -74.01171875 -9.151000022888176, -73.93896484375001 -9.223769187927246, -73.902587890625 -9.296542167663571, -73.93896484375001 -9.369315147399895, -73.975341796875 -9.442084312438958, -74.01171875 -9.478468894958496, -74.22998809814453 -9.478468894958503))",1840.8,POINT (-74.15063214093716 -9.2621594171487),213.5593,,27.12412285385391,173.7,3,55.46718786620488,18.489062622068293
fd548644-2aa4,4274-a1ce-d8eb1a593e77,2001-12-29 19:00:00,"POLYGON ((-74.19361114501953 -9.22376918792725, -74.44825744628906 -9.151000022888175, -74.48464202880859 -9.114615440368654, -74.55739593505859 -8.859911918640135, -74.55739593505859 -8.787142753601069, -74.26637268066406 -8.350512504577637, -73.8662109375 -8.350512504577628, -73.75707244873047 -8.423285484313958, -73.68431854248047 -8.53244304656983, -73.72069549560547 -8.787142753601072, -73.79344940185547 -8.896300315856935, -73.93896484375001 -9.114615440368651, -73.975341796875 -9.151000022888185, -74.048095703125 -9.187384605407711, -74.19361114501953 -9.22376918792725))",6881.7,POINT (-74.12322043363652 -8.767894371937446),206.3886,51.0,,,3,55.46718786620488,18.489062622068293
fd548644-2aa4,4a79-ac91-8bd935145228,2001-12-29 20:00:00,"POLYGON ((-74.26637268066406 -9.369315147399906, -74.41188049316406 -9.332926750183102, -74.48464202880859 -9.260157585144034, -74.52101898193359 -9.078227043151863, -74.52101898193359 -9.005457878112798, -74.48464202880859 -8.932684898376463, -74.33912658691406 -8.67798519134522, -74.26637268066406 -8.605212211608878, -74.19361114501953 -8.568827629089361, -73.8662109375 -8.859911918640146, -73.82982635498047 -8.896300315856942, -73.82982635498047 -9.078227043151855, -73.902587890625 -9.260157585144036, -73.975341796875 -9.332926750183104, -74.08448028564453 -9.369315147399899, -74.26637268066406 -9.369315147399906))",4882.2,POINT (-74.17759901775388 -9.018387974089022),208.1461,28.2,28.343065012350976,192.2,3,55.46718786620488,18.489062622068293
ffbc9f30-b60c,43af-9e0d-75d41ed87291,2001-12-31 13:00:00,"POLYGON ((-68.33670043945312 -1.182532668113708, -68.55496978759766 -1.146148085594171, -68.62772369384766 -1.109763503074649, -68.66410827636719 -1.073375105857844, -68.70048522949219 -0.9642214179038929, -68.70048522949219 -0.7822908759117208, -68.66410827636719 -0.7459062933921865, -68.55496978759766 -0.7822908759117045, -68.40945434570312 -0.8914484381675662, -68.22756958007812 -1.073375105857844, -68.26394653320312 -1.146148085594172, -68.30032348632812 -1.182532668113703, -68.33670043945312 -1.182532668113708))",1583.0,POINT (-68.49947022629816 -0.9899692561086967),213.0316,,28.128235726593402,6.8,3,46.490339073527345,15.496779691175782
ffbc9f30-b60c,45bd-82e2-7cf627152323,2001-12-31 02:00:00,"POLYGON ((-68.59134674072266 -1.728320479393002, -68.66410827636719 -1.655547499656672, -68.80961608886719 -1.364463210105901, -68.84600067138672 -1.073375105857849, -68.84600067138672 -1.036990523338315, -68.80961608886719 -0.9642214179038929, -68.77323913574219 -0.9278330206871089, -68.66410827636719 -0.8186754584312422, -68.55496978759766 -0.7822908759117045, -68.33670043945312 -0.8550638556480452, -68.30032348632812 -0.8914484381675697, -68.26394653320312 -1.073375105857848, -68.22756958007812 -1.328074812889101, -68.22756958007812 -1.364463210105904, -68.30032348632812 -1.582774519920354, -68.33670043945312 -1.619162917137138, -68.40945434570312 -1.691932082176202, -68.51859283447266 -1.72832047939301, -68.59134674072266 -1.728320479393002))",5506.6,POINT (-68.52952916907076 -1.242545779000565),200.5136,26.8,18.362103346933942,232.0,3,46.490339073527345,15.496779691175782
ffbc9f30-b60c,4ea6-8e58-4cb4a179fa4d,2001-12-31 01:00:00,"POLYGON ((-68.55496978759766 -1.437232375144958, -68.62772369384766 -1.40084779262542, -68.51859283447266 -0.8914484381675675, -68.15480804443359 -0.8914484381675781, -68.15480804443359 -0.9642214179039068, -68.30032348632812 -1.3644632101059, -68.55496978759766 -1.437232375144958))",2243.6,POINT (-68.39914360192387 -1.140794405719451),211.447,34.9,,,3,46.490339073527345,15.496779691175782
